ut,作者,题名,刊名,年,卷,期,issn,页码,单位,论文类型,影响因子,大类分区,二级单位,作者,备注
WOS:000350145900007,"Luo, X. G.; Kwong, C. K.; Tang, J. F.; Sun, F. Q.",QFD-Based Product Planning With Consumer Choice Analysis,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS,2015,45,3,2168-2216,454-461,"Northeastern Univ, Sch Informat, Dept Syst Engn, Shenyang 110004, Peoples R China",Article,,3,信息学院,雒兴刚,
WOS:000343840000027,"Luo, Yanhong; Sun, Qiuye; Zhang, Huaguang; Cui, Lili",Adaptive critic design-based robust neural network control for nonlinear distributed parameter systems with unknown dynamics,NEUROCOMPUTING,2015,148,,0925-2312,200-208,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,,2,信息学院,罗艳红,
WOS:000357592000019,"Lv, Ri-Qing; Zhao, Yong; Li, Hao; Hu, Hai-Feng",Theoretical Analysis and Experimental Measurement of Birefringence Properties in Magnetic Fluid Subjected to Magnetic Field,IEEE TRANSACTIONS ON MAGNETICS,2015,51,7,0018-9464,-,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,3,信息学院,吕日清,
WOS:000352042200006,"Ma, Dan; Zhao, Jun",Stabilization of networked switched linear systems: An asynchronous switching delay system approach,SYSTEMS & CONTROL LETTERS,2015,77,,0167-6911,46-54,"Northeastern Univ, Coll Informat Sci & Engn, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,,3,信息学院,马丹,
WOS:000358808500053,"Ma, Dazhong; Xie, Xiangpeng",Observer-based output feedback control design of discrete-time Takagi-Sugeno fuzzy systems: A multi-samples method,NEUROCOMPUTING,2015,167,,0925-2312,512-516,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,,2,信息学院,马大中,
WOS:000353980900035,"Mei, Guohui; Zhang, Jiu; Wang, Xu; Zhao, Shumao; Xie, Zhi",Spectral and total effective emissivity of a nonisothermal blackbody cavity formed by two coaxial tubes,APPLIED OPTICS,2015,54,13,1559-128X,3948-3955,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,3,信息学院,梅国晖,
WOS:000361402000017,"Ming, Pingsong; Liu, Jianchang; Tan, Shubin; Wang, Gang; Shang, Liangliang; Jia, Chunying",Consensus stabilization of stochastic multi-agent system with Markovian switching topologies and stochastic communication noise,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,2015,352,9,0016-0032,3684-3700,"Northeastern Univ, Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,,2,信息学院,刘建昌,
WOS:000358787100045,"Ouyang, Hai-bin; Gao, Li-qun; Kong, Xiang-yong; Zou, De-xuan; Li, Steven",Teaching-learning based optimization with global crossover for global optimization problems,APPLIED MATHEMATICS AND COMPUTATION,2015,265,,0096-3003,533-556,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,2,信息学院,高立群,
WOS:000352037100002,"Ouyang, Hai-bin; Gao, Li-qun; Li, Steven; Kong, Xiang-yong",Improved novel global harmony search with a new relaxation method for reliability optimization problems,INFORMATION SCIENCES,2015,305,,0020-0255,14-55,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,,2,信息学院,高立群,
WOS:000357483000013,"Pang, Hongbo; Zhao, Jun","Robust passivity, feedback passification and global robust stabilisation for switched non-linear systems with structural uncertainty",IET CONTROL THEORY AND APPLICATIONS,2015,9,11,1751-8644,1723-1730,"Northeastern Univ, Coll Informat Sci & Engn, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,,3,信息学院,赵军,
WOS:000353074200019,"Qi, Wenhai; Gao, Xianwen",State feedback controller design for singular positive Markovian jump systems with partly known transition rates,APPLIED MATHEMATICS LETTERS,2015,46,,0893-9659,111-116,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,2,信息学院,高宪文,
WOS:000358091200017,"Qi, Wenhai; Gao, Xianwen",Control for Positive Markovian Jump Systems with Time-Varying Delays and Partly Known Transition Rates,CIRCUITS SYSTEMS AND SIGNAL PROCESSING,2015,34,8,0278-081X,2711-2726,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,4,信息学院,高宪文,
WOS:000356387000005,"Qi, Wenhai; Gao, Xianwen; Li, Yuexiang",Robust H-infinity Control for Stochastic Markovian Switching Systems Under Partly Known Transition Probabilities and Actuator Saturation via Anti-Windup Design,CIRCUITS SYSTEMS AND SIGNAL PROCESSING,2015,34,7,0278-081X,2141-2165,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,4,信息学院,高宪文,
WOS:000357869200110,"Ru, Jingyu; Wu, Chengdong; Jia, Zixi; Yang, Yufang; Zhang, Yunzhou; Hu, Nan",An Indoor Mobile Location Estimator in Mixed Line of Sight/Non-Line of Sight Environments Using Replacement Modified Hidden Markov Models and an Interacting Multiple Model,SENSORS,2015,15,6,1424-8220,14298-14327,"Northeastern Univ, Sch Informat, Shenyang 110819, Peoples R China",Article,,3,信息学院,吴成东,
WOS:000349724200009,"Shang, Liangliang; Liu, Jianchang; Turksoy, Kamuran; Shao, Quan Min; Cinar, Ali",Stable recursive canonical variate state space modeling for time-varying processes,CONTROL ENGINEERING PRACTICE,2015,36,,0967-0661,113-119,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,,3,信息学院,刘建昌,
WOS:000349097300001,"Song, Chonghui",Optimal Control Algorithm of Constrained Fuzzy System Integrating Sliding Mode Control and Model Predictive Control,MATHEMATICAL PROBLEMS IN ENGINEERING,2015,,,1024-123X,-,"Northeastern Univ, Dept Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,,4,信息学院,宋崇辉,
WOS:000361474800013,"Song, Chonghui; Diao, Naizhe; Xue, Zhiwei; Sun, Xianrui; Guan, Jianning",Tri-carrier sinusoidal pulse-width modulation without dead time effects for converters,IET POWER ELECTRONICS,2015,8,10,1755-4535,1941-1951,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning Provin, Peoples R China",Article,,4,信息学院,宋崇辉,
WOS:000350877000004,"Su, Lijie; Tang, Lixin; Grossmann, Ignacio E.",Computational strategies for improved MINLP algorithms,COMPUTERS & CHEMICAL ENGINEERING,2015,75,,0098-1354,40-48,"Northeastern Univ, Inst Ind Engn & Logist Optimizat, Shenyang 110819, Peoples R China",Article,,2,信息学院,苏丽杰,
WOS:000348996100014,"Sun, Chao; Wang, FuLi; He, XiQin",Robust Fault Estimation for Takagi-Sugeno Nonlinear Systems with Time-Varying State Delay,CIRCUITS SYSTEMS AND SIGNAL PROCESSING,2015,34,2,0278-081X,641-661,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,,4,信息学院,王福利,
WOS:000364040300040,"Sun, Qiuye; Han, Renke; Zhang, Huaguang; Zhou, Jianguo; Guerrero, Josep M.",A Multiagent-Based Consensus Algorithm for Distributed Coordinated Control of Distributed Generators in the Energy Internet,IEEE TRANSACTIONS ON SMART GRID,2015,6,6,1949-3053,3006-3019,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,2,信息学院,孙秋野,
WOS:000355258100056,"Sun, Qiuye; Zhou, Jianguo; Guerrero, Josep M.; Zhang, Huaguang",Hybrid Three-Phase/Single-Phase Microgrid Architecture With Power Management Capabilities,IEEE TRANSACTIONS ON POWER ELECTRONICS,2015,30,10,0885-8993,5964-5977,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,1,信息学院,孙秋野,
WOS:000358883500007,"Tang, Lixin; Dong, Yun; Liu, Jiyin",Differential Evolution With an Individual-Dependent Mechanism,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,2015,19,4,1089-778X,560-574,"Northeastern Univ, Inst Ind Engn & Logist Optimizat, Liaoning Key Lab Mfg Syst & Logist, Shenyang 110819, Peoples R China",Article,,1,信息学院,唐立新,
WOS:000353507000006,"Tang, Lixin; Jiang, Wei; Liu, Jiyin; Dong, Yun",Research into container reshuffling and stacking problems in container terminal yards,IIE TRANSACTIONS,2015,47,7,0740-817X,751-766,"Northeastern Univ, Inst Ind Engn & Logist Optimizat, Liaoning Key Lab Mfg Syst & Logist, Shenyang 110004, Peoples R China",Article,,3,信息学院,唐立新,
WOS:000359378800006,"Tang, Lixin; Li, Feng; Liu, Jiyin",Integrated scheduling of loading and transportation with tractors and semitrailers separated,NAVAL RESEARCH LOGISTICS,2015,62,5,0894-069X,416-433,"Northeastern Univ, Liaoning Key Lab Mfg Syst & Logist, Inst Ind Engn & Logist Optimizat, Shenyang 110819, Peoples R China",Article,,4,信息学院,唐立新,
WOS:000367380500003,"Tang, Lixin; Liu, Jiyin; Yang, Fei; Li, Feng; Li, Kun",Modeling and Solution for the Ship Stowage Planning Problem of Coils in the Steel Industry,NAVAL RESEARCH LOGISTICS,2015,62,7,0894-069X,564-581,"Northeastern Univ, Liaoning Key Lab Mfg Syst Logist, Inst Ind Engn & Logist Optimizat, Shenyang, Peoples R China",Article,,4,信息学院,唐立新,
WOS:000348674400002,"Tang, Lixin; Ren, Huizhi; Yang, Yang",Reheat furnace scheduling with energy consideration,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,2015,53,6,0020-7543,1642-1660,"Northeastern Univ, Logist Inst, Shenyang, Peoples R China",Article,,3,信息学院,唐立新,
WOS:000356195200009,"Tang, Xiaochu; Li, Yuan; Xie, Zhi",Phase division and process monitoring for multiphase batch processes with transitions,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,2015,145,,0169-7439,72-83,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning Provin, Peoples R China",Article,,2,信息学院,谢植,
WOS:000361256000034,"Teng, Fei; Sun, Qiuye; Xie, Xiangpeng; Zhang, Huaguang; Ma, Dazhong",A disaster-triggered life-support load restoration framework based on Multi-Agent Consensus System,NEUROCOMPUTING,2015,170,,0925-2312,339-352,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Peoples R China",Article; Proceedings,,2,信息学院,孙秋野,
WOS:000347363500011,"Tian, Dan; Xue, Dingyu; Wang, Dianhui",A fractional-order adaptive regularization primal-dual algorithm for image denoising,INFORMATION SCIENCES,2015,296,,0020-0255,147-159,"Northeastern Univ, Dept Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,,2,信息学院,薛定宇,
WOS:000354642100008,"Wan, Yong; Zhao, Jun; Dimirovski, Georgi M.",Nonlinear adaptive control for multi-machine power systems with boiler-turbine-generator unit,INTERNATIONAL TRANSACTIONS ON ELECTRICAL ENERGY SYSTEMS,2015,25,5,2050-7038,859-875,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,4,信息学院,赵军,
WOS:000353094200006,Wang Anna; Sha Mo; Liu Limei; Chu Maoxiang,A New Process Industry Fault Diagnosis Algorithm Based on Ensemble Improved Binary-Tree SVM,CHINESE JOURNAL OF ELECTRONICS,2015,24,2,1022-4653,258-262,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,4,信息学院,王安娜,
WOS:000357833500002,"Wang, Guozhu; Liu, Jianchang; Li, Yuan",Fault diagnosis using kNN reconstruction on MRI variables,JOURNAL OF CHEMOMETRICS,2015,29,7,0886-9383,399-410,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,4,信息学院,刘建昌,
WOS:000362683100004,"Wang, Guozhu; Liu, Jianchang; Li, Yuan; Shang, Liangliang",Fault Detection Based on Diffusion Maps and k Nearest Neighbor Diffusion Distance of Feature Space,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,2015,48,9,0021-9592,756-765,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,4,信息学院,刘建昌,
WOS:000350144700006,"Wang, Guozhu; Liu, Jianchang; Zhang, Yingwei; Li, Yuan",A novel multi-mode data processing method and its application in industrial process monitoring,JOURNAL OF CHEMOMETRICS,2015,29,2,0886-9383,126-138,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China",Article,,4,信息学院,刘建昌,
WOS:000346067800010,"Wang, Honghai; Liu, Jianchang; Yang, Feisheng; Cai, Tiaoyang",Proportional-derivative controllers for stabilisation of first-order processes with time delay,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2015,46,6,0020-7721,1065-1079,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China",Article,,3,信息学院,王洪海,
WOS:000365224700005,"Wang, Honghai; Liu, Jianchang; Yang, Feisheng; Zhang, Yu",Controller design for delay systems via eigenvalue assignment - on a new result in the distribution of quasi-polynomial roots,INTERNATIONAL JOURNAL OF CONTROL,2015,88,12,0020-7179,2457-2476,"Northeastern Univ, Coll Informat Sci & Engn, Inst Automat, Shenyang, Peoples R China",Article,,3,信息学院,王洪海,
WOS:000356313900021,"Wang, Jingwen; Wang, Xu",Application of particle filtering algorithm in image reconstruction of EMT,MEASUREMENT SCIENCE AND TECHNOLOGY,2015,26,7,0957-0233,-,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,3,信息学院,王旭,
WOS:000364889500005,"Wang, Junyi; Zhang, Huaguang; Wang, Zhanshan",Sampled-data synchronization for complex networks based on discontinuous LKF and mixed convex combination,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,2015,352,11,0016-0032,4741-4757,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,2,信息学院,张化光,
WOS:000346550300051,"Wang, Junyi; Zhang, Huaguang; Wang, Zhanshan; Liang, Hongjing",Stochastic synchronization for Markovian coupled neural networks with partial information on transition probabilities,NEUROCOMPUTING,2015,149,,0925-2312,983-992,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,2,信息学院,张化光,
WOS:000358808500050,"Wang, Junyi; Zhang, Huaguang; Wang, Zhanshan; Liang, Hongjing",Local stochastic synchronization for Markovian neutral-type complex networks with partial information on transition probabilities,NEUROCOMPUTING,2015,167,,0925-2312,474-487,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,2,信息学院,张化光,
WOS:000351753900033,"Wang, Luheng",Piezoresistive Sensor Based on Conductive Polymer Composite With Transverse Electrodes,IEEE TRANSACTIONS ON ELECTRON DEVICES,2015,62,4,0018-9383,1299-1305,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110006, Peoples R China",Article,,2,信息学院,王璐珩,
WOS:000360401500050,"Wang, Luheng",Differential Structure for Temperature Sensing Based on Conductive Polymer Composites,IEEE TRANSACTIONS ON ELECTRON DEVICES,2015,62,9,0018-9383,3025-3028,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,2,信息学院,王璐珩,
WOS:000347045200023,"Wang, Luheng",Object-Property-Based Differential Eddy Current Gap Sensing Device,IEEE ELECTRON DEVICE LETTERS,2015,36,1,0741-3106,65-67,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,2,信息学院,王璐珩,
WOS:000364030900055,"Wang, Luheng",A Method to Improve Sensitivity of Piezoresistive Sensor Based on Conductive Polymer Composite,IEEE-ASME TRANSACTIONS ON MECHATRONICS,2015,20,6,1083-4435,3242-3248,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,2,信息学院,王璐珩,
WOS:000357950300024,"Wang, Luheng",Compressive Pressure and Noncontact Gap Measurements Based on 2-D Coil Covered by Polydimethylsiloxane Film,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,2015,64,8,0018-9456,2259-2264,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,3,信息学院,王璐珩,
WOS:000347865700005,"Wang, Peng; Zhao, Yong; Yang, Yang; Bi, Dan-juan",Research on a novel variable-area optical fiber gas flow sensor,SENSORS AND ACTUATORS A-PHYSICAL,2015,221,,0924-4247,29-32,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,3,信息学院,赵勇,
WOS:000353131300027,"Wang, Qi; Feng, Xin; Zhao, Yong; Hu, Haifeng; Li, Jin",Fiber ring resonator based slow-light and high sensitivity gas sensing technology,SENSORS AND ACTUATORS B-CHEMICAL,2015,214,,0925-4005,197-203,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,,1,信息学院,王琦,
WOS:000362856200055,"Wang, Qi; Feng, Xin; Zhao, Yong; Li, Jin; Hu, Haifeng",Research on fiber loop coupled resonator slow light and displacement sensing technology,SENSORS AND ACTUATORS A-PHYSICAL,2015,233,,0924-4247,472-479,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,3,信息学院,王琦,
WOS:000348320100009,"Wang, Qi; Li, Xue; Zhao, Xuxing; Zhao, Chengwu",Characterization of Temperature and Strain Using a Tilted Fiber Bragg Grating,INSTRUMENTATION SCIENCE & TECHNOLOGY,2015,43,2,1073-9149,244-254,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,4,信息学院,王琦,
WOS:000355990800021,"Wang, Qi; Liu, Xu; Xia, Ji; Zhao, Yong",A Novel Long-Tail Fiber Current Sensor Based on Fiber Loop Ring-Down Spectroscopy and Fabry-Perot Cavity Filled With Magnetic Fluid,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,2015,64,7,0018-9456,2005-2011,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,3,信息学院,王琦,
WOS:000362603600104,"Wang, Qi; Liu, Xu; Zhao, Yong; Lv, Riqing; Hu, Haifeng; Li, Jin",Magnetic field sensing based on fiber loop ring-down spectroscopy and etched fiber interacting with magnetic fluid,OPTICS COMMUNICATIONS,2015,356,,0030-4018,628-633,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,,3,信息学院,王琦,
WOS:000353413100001,"Wang, Qi; Wang, Peng; Kong, Lingxin; Zhao, Yong; Hu, Haifeng; Li, Jin",Novel Gas Concentration Measurements based on Harmonic Detection and a Broadband Light Source,INSTRUMENTATION SCIENCE & TECHNOLOGY,2015,43,3,1073-9149,269-282,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,4,信息学院,王琦,
WOS:000357869200041,"Wang, Qi; Xia, Ji; Liu, Xu; Zhao, Yong",Novel Method of Detecting Movement of the Interference Fringes Using One-Dimensional PSD,SENSORS,2015,15,6,1424-8220,12857-12871,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,,3,信息学院,王琦,
